Location_name,Item_type,x,y,z,Friendly Name,Description,Map View,Location Name,Region,Notes,Accesibility (Vanilla/First),Alternatives,"Ideas, Communication"
Chest25_692,ChestItem,24135.61914,-25290,3090,Max Health +2,BuyHealth+2_C,SupraMap,at lever puzzle ,Red_Crystal,,Coin225,,
Chest26_1739,CoinItem,1010.739502,-39112.77734,248.5077057,Coin Chest (10 Coins),Coin:Chest_C,SupraMap,Cave above Paint machine,Redville,Might be done without (Blu: no),HeightIncrease,Prog:Strength + BuyBelt_C or HeightIncrease5,"Can you jump from a wet sponge?
Answer: No. You slide down
How can you use Strength?
Answer: There is a destructible block above the cave. "
Chest27_4172,ChestItem,-2698.985352,-38583.33203,82.54284668,Max Health +5,BuyHealth+5_C,SupraMap,"Cave, Behind House next to Juicer",Redville,,None,,
Chest28_4997,ChestItem,8050.612305,-6981.542969,1198.42395,Regeneration Speed x2,BuyHealthRegenSpeed_C,SupraMap,above door to Desert2,Desert3,,HeightIncrease8,,
Chest29_7214,ChestItem,13286.13672,-36769.86328,461.105011,Holy Sword,BuySwordHoly1_C,SupraMap,In Wood House,Red Crystal,For wooden graves,BuyForceBlock_C,BuyTranslocator_C,
Chest30_2321,CoinItem,-6211.31543,8539.52832,251.2954407,Coin Chest,Coin:Chest_C,SupraMap,behind green pipe,Farm,,,,
Chest31_9005,ChestItem,16576.66016,-21894.64063,2472.776123,Max Health +{healthIncrease},BP_PurchaseHealth+1_C,SupraMap,next to house on wall,Red_Crystal,,HeightIncrease2 & Coin225,,
Chest32_1454,ChestItem,-3131.217041,-39510.37891,599.9825439,Sword Range +25%,BuySwordRange25_C,SupraMap,Purple Button House,Redville,"Vanilla needs a sword and force cube, but can be entirily skipped with parkour and a wet sponge or barrel",RedPlankItems + BuyForceCube_C,None,"Maybe you can jump over planks with the cube? or put it in through the gaps
Answer: You can simply run up the side next to the red planks."
Chest33_1094,ChestItem,-748.743042,-35592.91016,350.3088684,Max Health +5,BuyHealth+5_C,SupraMap,ceiling of start house,Redville,,Translocator2,,
Chest34_2175,CoinItem,-473.9959717,-32485.24219,-46.82157135,Coin Chest (10 Coins),Coin:Chest_C,SupraMap,Boarded House,Redville,"Planks to break, and then some way to get height",RedPlankItems,HeightIncrease6,
Chest35_2137,ChestItem,3023.560547,-19473.77344,46.30939484,Sword Critical Damage,BuySwordCriticalDamage_C,SupraMap,Next to door,Desert2,None,,,
Chest36_4639,ChestItem,23444.71484,-27931.10742,4392.325684,Max Health +5,BuyHealth+5_C,SupraMap,under gun chest,Red_Crystal,,Coin225,,
Chest37_1815,ChestItem,13408.88379,-24664.77344,986.7191162,Loot,BuyEnemiesLoot_C,SupraMap,"Over planks and tree trunks, near a candle",Desert1,None,,,
Chest38_3995,ChestItem,10113.16309,-41894.83594,596.8021851,Health Regeneration +5,BuyHealthRegenMax5_C,SupraMap,Next to metal in distance,Red Crystal,,,,"Maybe Softlock, Last Checkpoint maybe helps"
Chest39_5860,ChestItem,1580.953613,-41104.50391,520.699585,Max Health +5,BuyHealth+5_C,SupraMap,Behind cave with paint machine,Redville,"If you get the chest, but can't get out, you can use the ""last checkpoint"" option",BuyBelt_C,HeightIncrease5 + Prog:GravesSword / Prog:GravesGun or HeightIncrease or HeightIncrease4 or HeightIncrease6 or BuySpeedx2_C + Prog:Strength or BuyBelt_C,Double Jump + Cube OR Tripple Jump OR Near barrel with Triple Jump + HolySword/Gun OR Belt OR Strenght behind Chest26_1739 OR Translocator
Chest3_1811,CoinItem,-28836.90234,-17914.53906,863.571167,Coin Chest,Coin:Chest_C,SupraMap,on stone shelf next to Stomp,After_Chapel4,,(Stomp & After_Chapel2) or (BuyForceCube_C & Prog:ForceBeam3),,
Chest40_8,ChestItem,7846.037109,29591.24414,4081.624268,Sword Damage +3,BuySwordDamage+3_C,SupraMap,on sword,Rattlehag,,ForceBeam,,
Chest41_2,ChestItem,66436.77344,32351.22461,3132.062256,Combo Damage +25,BuyGunComboDamage+25_C,SupraMap,behind red planks,Before_Boss2,,ForceBeam & ForceCube & Translocator & HeightIncrease8,,
Chest42_1521,CoinItem,-22074.64648,3515.743408,-667.5899048,Coin Chest,Coin:Chest_C,SupraMap,between Chapel and Farm,Farm,,ProgGun & HeightIncrease6,,
Chest43,ChestItem,25739.54688,-11545.77637,832.4546509,Max Health +5,BuyHealth+5_C,SupraMap,Behind gate in yellow cave,Red Crystal,,HeightIncrease3,,
Chest44_2721,ChestItem,-30162.6543,-20127.6582,-654.6292114,Stomp Shoes,BuySmashdown_C,SupraMap,Stomp Shoes,After_Chapel4,,HeightIncrease4,Stomp,
Chest45_4075,ChestItem,-29171.68164,-26324.57422,-1260.025879,Max Health +5,BuyHealth+5_C,SupraMap,behind stomp blocks,After_Chapel4,,HeightIncrease4,,
Chest46,ChestItem,-2191.605713,-37777,123.484726,Health Regeneration +5,BuyHealthRegenMax5_C,SupraMap,House with red target,Redville,,BuyGun1_C,,
Chest47,ChestItem,-26123.95703,-22481.50586,-331.8540039,Red Moon,BuyCrystal_C,SupraMap,behind metal door,After_Chapel4,red moon,BuyForceCube_C & Stomp & Behind_Suprafield,,
Chest48_4722,CoinItem,-23469.71289,-22614.80664,961.1815796,Coin Chest,Coin:Chest_C,SupraMap,on top ledge,After_Chapel2,,BuyBelt_C & After_Chapel1,,
Chest49_1234,CoinItem,-35370.54688,-24188.35938,-996.1937866,Coin Chest,Coin:Chest_C,SupraMap,in glass house,After_Chapel4,,Stomp & HeaightIncrease4,,
Chest4_1544,ChestItem,-1787.864136,-26292.45117,1278.341187,Critical Damage Chance +5%,BuySwordCriticalDamageChance_C,SupraMap,Above Force Cube barrel,Desert1,You can climb up a wall in Redville and go to the chest,HeightIncrease5 & BuyForceCubeBeam_C,HeightIncrease5 & some Parkour or HeightIncrease7,
Chest50_2182,CoinItem,-3945.395264,-29084.79492,1897.468872,Coin Chest,Coin:Chest_C,SupraMap,behind flower lady,Suprafield,,HeightIncrease5,,
Chest51_1360,ChestItem,-29697.01172,-16193.37305,241.7152557,Sword Damage +2,BuySwordDamage+02_C,SupraMap,in elevated nook,After_Chapel1,,BuyBelt_C & HeightIncrease6,,
Chest52_10699,CoinItem,352.6843262,-19937.20508,-2011.920898,Coin Chest,Coin:Chest_C,SupraMap,in cave ceiling,After_Chapel3,,HeightIncrease3,,
Chest53_1192,ChestItem,-51711.61719,-42995.21094,-507.0574036,Critical Damage Chance +5%,BuySwordCriticalDamageChance_C,SupraMap,above yellow ring,Blue_Crystal_inside,,ProgGun & RedPlankItems,,
Chest54_8402,ChestItem,-27786.30078,24147.11133,414.645752,Stomp Damage +33%,BuySmashdownDamage+33_C,SupraMap,in stomp house,After_Rattlehag,,Stomp & ForceBeam & Cube2 & BuyBelt_C & RedPlankItems,,
Chest55_3907,ChestItem,-2269.96167,-15953.23828,-6484.873047,Gun damage +5,BuyGunDamage+5_C,SupraMap,on floor of cave,After_Chapel3,,,,
Chest56_5023,ChestItem,-37006.82031,-33068.10156,413.2902527,Gun Altfire Damage x2,BuyGunAltDamagex2_C,SupraMap,behind purple button,After_Chapel4,,BuyForceCube_C & ProgGun2 ,,
Chest57_1073,ChestItem,-23865.82031,-29244.17773,-1521.303833,Critical Damage Chance +5%,BuySwordCriticalDamageChance_C,SupraMap,behind arena,Suprafield,doesnt need the heightincrease if you dont kill the graves,Stomp & ProgGun & HeightIncrease8 & BuyBelt_C,,
Chest58,ChestItem,-3210.875244,-34425.42578,15.37091827,Stomp Damage +33%,BuySmashdownDamage+33_C,SupraMap,Star House,Redville,80,Stars,,
Chest59,ChestItem,1377.625244,-36866.69141,-139.7002258,Stomp Damage +33%,BuySmashdownDamage+33_C,SupraMap,House with blue roof,Redville,,BuySmashdown_C,,
Chest5_1955,ChestItem,15246.12402,-12127.80957,36.17879868,Health Bar,BuyShowHealthbar_C,SupraMap,Chest around Trees and Pipes,Desert 2,None,,,
Chest60_2151,ChestItem,34512.62891,-34660.76563,1941.272827,Red Moon,BuyCrystal_C,SupraMap,Cactus Jumps House,Red Crystal,,HeightIncrease4 + (BuyArmor1_C or Health > 20 or Healthregen,,
Chest61_2816,ChestItem,-10899.85938,-47549.59375,-164.2088776,Health Regeneration +5,BuyHealthRegenMax5_C,SupraMap,in house on hill,Suprafield,,BuyTransLocator_C & ProgGun,,
Chest62_3729,ChestItem,-24820.95703,-38836.05469,-222.3332214,Gun Picks Up Coins,BuyGunCoin_C,SupraMap,in attic,Suprafield,,Stomp & Behind_Suprafield,,
Chest63_1565,ChestItem,-38748.125,-44794.40625,-2732.01123,Health Regeneration +5,BuyHealthRegenMax5_C,SupraMap,before blue crystal,Blue_Crystal_Before_Gate,,BuyForceCube_C & ProgGun,,
Chest64_1416,ChestItem,-48991.83984,-48150.27734,-671.9144287,Red Moon,BuyCrystal_C,SupraMap,behind purple rings,Blue_Crystal_Inside,Red Moon,BuyForceCube_C,,
Chest65_5150,ChestItem,-56299.90625,-47662.92188,-933.2216797,Gun Altfire Damage x2,BuyGunAltDamagex2_C,SupraMap,behind ball parcourse,Blue_Crystal_Inside,,BuyBelt_C & BuyForceCube_C & ProgGun & HeightIncrease5,,
Chest66_7106,ChestItem,-26061.16797,-44774.10547,-839.9653931,Gun Fire Critical Damage Chance +5%,BuyGunCriticalDamageChance_C,SupraMap,behind lockers,Suprafield,,Behind_Suprafield & Stomp & HeightIncrease2 or (BuyForceCube_C & ForceBeam3) ,,
Chest67,ChestItem,9820.476563,-15275.7627,1300.602783,Stomp Radius +50cm,BuySmashdownRadius+_C,SupraMap,stomp down chest,Desert2,,Stomp,,
Chest68,ChestItem,-3873.044678,-20955.08008,-1822.767822,Critical Damage Chance +5%,BuySwordCriticalDamageChance_C,SupraMap,in cave ceiling,After_Chapel3,,HeightIncrease5,,
Chest69,CoinItem,1661.131348,-27714.39648,-31.19489288,Coin Chest (5 Coins),Coin:Chest_C,SupraMap,Dark Room,Desert,,"BuyForceBlock_C , RedPlankItems",,Maybe with Tripple Jump & DMG?
Chest6_710,ChestItem,23339.31445,-21310.82422,-554.9049683,Armor,BuyArmor1_C,SupraMap,Armor House,Red Crystal,,BuyForceBlock_C,,
Chest70,ChestItem,-47174.03516,-45261.92578,1164.334839,Sword Damage +2,BuySwordDamage+02_C,SupraMap,through green pipe,Blue_Crystal_Inside,might rando pipe?,BuyBelt_C,,
Chest71,ChestItem,2982.635986,-25946.32422,2000.692139,Max Health +5,BuyHealth+5_C,SupraMap,top chest on structure,Desert1,,Desert2 & ProgGun1,,
Chest72_2,ChestItem,21131.69141,-39136.92578,7568.774902,Sword 33% faster,BuySwordRefireRate-33_C,SupraMap,shot from yellow pipe,Red_Crystal,,HeightIncrease8 & BuyBelt_C & Stomp,,
Chest73_1605,ChestItem,6647.053711,24735.77148,-3441.664063,Gun damage +5,BuyGunDamage+5_C,SupraMap,through yellow pipe,Rattlehag,,BuyBelt_C,,
Chest74,ChestItem,-294.4132385,-28450.92578,-513.7168579,Critical Damage Chance +5%,BuySwordCriticalDamageChance_C,SupraMap,Chest on top of pipe,Introduction,,BuyBelt_C,,
Chest75,ChestItem,23031.28125,-33032.78125,-952.2819824,Stomp Damage +33%,BuySmashdownDamage+33_C,SupraMap,beneath glass pane and chasm,Red_Crystal,,BuyBelt_C & Stomp & HeightIncrease3,,
Chest76,ChestItem,-1688.936035,-24717.93555,-1760.600342,Sword Damage +3,BuySwordDamage+3_C,SupraMap,Under Coin Chest,Introduction,,RedPlankItems & BuyBelt_C,RedPlankItems & HeightIncrease5,
Chest77_4,ChestItem,-35746.15234,42475.23828,-6859.375488,Force Beam,BuyForceBeam_C,SupraMap,Force Beam,Purple_Crystal,,,,
Chest78_7640,ChestItem,-58152.45313,-38364.14844,-2302.031494,Sword Damage +2,BuySwordDamage+02_C,SupraMap,behind hinge ,Blue_Crystal_Inside,,BuyBelt_C,,
Chest79_2,ChestItem,5326.137207,3897.543945,1430.970947,Sword Damage +2,BuySwordDamage+02_C,SupraMap,on gum,Farm,,BuyBelt_C & HeightIncrease2,,
Chest7_818,ChestItem,17812.56641,-17338.86914,1700.885742,Loot Luck,BuyHeartLuck_C,SupraMap,Loot luck,Desert2,,HeightIncrease2,,
Chest80_1332,ChestItem,-7036.787109,40600.96875,329.8086548,Red Moon,BuyCrystal_C,SupraMap,Moon beyond chasm,Before_Purple,Red Moon,ForceBeam & ProgGun & HeightIncrease5,,
Chest81,ChestItem,-36217.89453,39385.26172,-2993.778564,Force Cube Stomp,BuyForceCubeStomp_C,SupraMap,behind stomp pillar,Purple_Crystal,,Stomp & ForceBeam & RedPlankItems,,
Chest82_4377,ChestItem,-17126.38867,16674.76953,3571.804443,Coin Magnet,BuyCoinMagnet_C,SupraMap,behind yellow ball launch,After_Rattlehag,,Belt & ForceBeam & ProgGun & Cube & HeightIncrease8,,
Chest83_1920,ChestItem,-41437.03906,38106.72656,411.7832947,Critical Damage Chance +5%,BuySwordCriticalDamageChance_C,SupraMap,behind keylock,Carrot_Town,,Cube & ForceBeam & Strong,,
Chest84_3197,ChestItem,-14410.3877,32020.30469,-2119.851807,Holy Sword,BuySwordHoly2_C,SupraMap,behind electric lock,After_Rattlehag,For stone graves,ForceBeam & BuyBelt_C & ProgGun,,
Chest85_1892,CoinItem,10178.92188,15271.82422,1750,Coin Chest,Coin:Chest_C,SupraMap,on top of structure,Rattlehag,,BuyBelt_C & RedPlankItems & ProgGun,,
Chest86_2441,ChestItem,19250,27460,1835,Max Health +15,BuyHealth+15_C,SupraMap,behind grate,Blueville,,Translocator & HeightIncrease8,,
Chest87,ChestItem,-26623.29883,-38503.13281,-235.5223389,Gun Fire Critical Damage Chance +5%,BuyGunCriticalDamageChance_C,SupraMap,attic opposite lockerroom,Suprafield,,BuyGunAlt_478 & HeightIncrease5,,
Chest88_1696,ChestItem,-56068.81641,36871.31641,389.7191772,Max Health +15,BuyHealth+15_C,SupraMap,behind ball parkour,Carrot_Town,,ForceBeam & Cube & Strong,,
Chest89_3036,ChestItem,-69602.71094,52174.01172,701.2073975,Sword Damage +3,BuySwordDamage+3_C,SupraMap,behind key house,Carrot_Town,,ForceBeam,,
Chest8_878,ChestItem,4222.51416,-23085.87109,-2343.439209,Sword Damage +3,BuySwordDamage+3_C,SupraMap,Near Link,Desert2,Softlock without Force Cube,HeightIncrease3 and (BuyForceCube_C or BuyTranslocator_C),,
Chest90_2137,ChestItem,-36709.47656,39459.09375,-4993.425781,Max Health +5,BuyHealth+5_C,SupraMap,behind cardboard,Purple_Crystal,,ForceBeam & ProgGun & RedPlankItems,,
Chest91,ChestItem,-29499.79102,-13819.64648,-2221.270264,Gun damage +5,BuyGunDamage+5_C,SupraMap,behind green key,After_Chapel1,,HeightIncrease3 & RedPlankItems,,
Chest92,ChestItem,8075.155273,11155.12793,507.3171692,Holy Gun,BuyGunHoly1_C,SupraMap,behind graves,Rattlehag,For wooden graves,DestroyGraves1,,
Chest93_3307,ChestItem,27421.51563,-23146.89648,455.7991638,Gun damage +5,BuyGunDamage+5_C,SupraMap,Shell Dude,Red Crystal,Shells in G1167-G1172,6 Shells,,
Chest94,ChestItem,-4666.814941,-18745.64648,477.2615662,Stomp Radius +50cm,BuySmashdownRadius+_C,SupraMap,on dirt shelf,After_Chapel3,,HeightIncrease5,,
Chest95_6394,ChestItem,-43824.04688,-44290.79688,-1171.622559,Stomp Radius +50cm,BuySmashdownRadius+_C,SupraMap,below stomp planks,Blue_Crystal_Before_Gate,,BuyBelt_C & Stomp,,
Chest96_8035,ChestItem,-48456.25781,-51346.29688,1157.069702,Stomp Radius +50cm,BuySmashdownRadius+_C,SupraMap,in grass on ledge,Blue_Crystal_After_Gate,,BuyBelt_C,,
Chest97_9186,ChestItem,-54282.66406,60180.21484,537.2112427,Stomp Radius +50cm,BuySmashdownRadius+_C,SupraMap,beneath stomp glass,Carrot_Town,,Stomp & ForceBeam,,
Chest98_10407,ChestItem,-53865.47266,41498.15625,2371.088867,Stomp Radius +50cm,BuySmashdownRadius+_C,SupraMap,ceiling under glass,Carrot_Town,,ForceBeam & HeightIncrease4,,
Chest99_2116,ChestItem,-39243.76563,58460.35547,3342.82373,Regeneration Speed x2,BuyHealthRegenSpeed_C,SupraMap,hidden next to carrots,Carrot_Town,,ForceBeam3 & Cube,,
Chest9_2231,CoinItem,-1655.539917,-24717.93555,-1480.337769,Coin Chest,Coin:Chest_C,SupraMap,Chest upstairs,Introduction,,RedPlankItems,,
Chest_622,CoinItem,12047.78809,-18495.89063,-88.48363495,Coin Chest,Coin:Chest_C,SupraMap,Purple Block Jump,Desert2,,HeightIncrease3,HeightIncrease5,Maybe with Double Jump and no cube
UpgradeHappiness2_2,ShopItem,65.12112427,-33803.76172,-208.8926392,Happiness,UpgradeHappiness_C,SupraMap,Shop - Barrel behind combat,Redville,1337 coins,Gun & ManyCombatItems & MetalStripThreshold & Stomp,,
Juicer2,JuicerItem,-5619.065918,3312.620117,-1384.230103,Double Health,BP_DoubleHealthLoot_C,SupraMap,in basement,Farm,needs stars ,Chest10_1082,,
Juicer3,JuicerItem,-4023.167236,-36991.19922,127.1111145,Health +10,_BuyHealth+10_C,SupraMap,Juicer,Redville,,Sword,,
Juicer_286,JuicerItem,-63200.25781,55691.06641,455.5135803,Strong,BP_A3_StrengthQuest_C,SupraMap,Strong,Carrot_Town,,,,
Coin10,CoinItem,7823.188477,-24836.54102,-42.48806763,Coin,Coin_C,SupraMap,Coin on Plank,Desert1,,,,
Coin100,CoinItem,22292.85156,-19122.05469,1345.493164,Coin,Coin_C,SupraMap,at dropdown from Desert2,Red_Crystal,"Check, needs re entry to area possible",,,
Coin101,CoinItem,24835.7207,-9809.324219,1569.044312,Coin,Coin_C,SupraMap,behind yellow cave,Red_Crystal,,Health > 50 & HeightIncrease,,
Coin102_3866,CoinItem,-9073.725586,-38565.53125,2778.574951,Coin,Coin_C,SupraMap,,,,,,
Coin103,CoinItem,-8997.09375,-38498.70313,2778.574951,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin104_20359,CoinItem,19497.79492,-32382.88086,798.2421265,Coin,Coin_C,SupraMap,at green moon,Red_Crystal,,HeightIncrease2,,
Coin105_21138,CoinItem,19501.28906,-31899.89063,798.0232544,Coin,Coin_C,SupraMap,at green moon,Red_Crystal,,HeightIncrease2,,
Coin106_21629,CoinItem,19504.61328,-31451.99023,795.7279663,Coin,Coin_C,SupraMap,at green moon,Red_Crystal,,HeightIncrease2,,
Coin107_22176,CoinItem,27019.72656,-29941.66211,726.1995239,Coin,Coin_C,SupraMap,next to sign,Red_Crystal,,,,
Coin108_22547,CoinItem,26789.39063,-29975.36328,679.3341064,Coin,Coin_C,SupraMap,next to sign,Red_Crystal,,,,
Coin109_24177,CoinItem,26591.46094,-30012.71875,624.4968262,Coin,Coin_C,SupraMap,next to sign,Red_Crystal,,,,
Coin11,CoinItem,26089.81641,39193.21484,3670.703613,Coin,Coin_C,SupraMap,,,,,,
Coin110,CoinItem,-8962.623047,-38609.15234,2778.574951,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin111,CoinItem,-9117.546875,-38484.63281,2778.574951,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin112,CoinItem,-9143.391602,-38646.25781,2778.574951,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin113_5137,CoinItem,-8735.240234,-37385.4375,2616.330811,Coin,Coin_C,SupraMap,,,,,,
Coin114_27840,CoinItem,24603.58984,-21569.36328,-584.6636963,Coin,Coin_C,SupraMap,at Armor House,Red_Crystal,,,,
Coin115_28539,CoinItem,24678.82813,-21202.44531,-564.6260986,Coin,Coin_C,SupraMap,at Armor House,Red_Crystal,,,,
Coin116_29390,CoinItem,24594.47461,-20895.63477,-540.4638672,Coin,Coin_C,SupraMap,at Armor House,Red_Crystal,,,,
Coin117_30049,CoinItem,24257.86914,-20633.54492,-513.8125,Coin,Coin_C,SupraMap,at Armor House,Red_Crystal,,,,
Coin118_31044,CoinItem,19509.25977,-23225.48828,-695.4740601,Coin,Coin_C,SupraMap,door to Desert2,Red_Crystal,,,,
Coin119_31695,CoinItem,19494.27148,-23081.29102,-753.1652832,Coin,Coin_C,SupraMap,door to Desert2,Red_Crystal,,,,
Coin12,CoinItem,8307.929688,-25451.09766,46.6211853,Coin,Coin_C,SupraMap,Coin on Plank,Desert1,,,,
Coin120_32210,CoinItem,19433.46094,-22977.75586,-776.5074463,Coin,Coin_C,SupraMap,door to Desert2,Red_Crystal,,,,
Coin121_33061,CoinItem,12394.04004,-13258.32422,390.9938354,Coin,Coin_C,SupraMap,coin on blocks,Desert2,,HeightIncrease2 or BuyBelt_C,,
Coin122,CoinItem,26211.17188,39193.21484,3670.703613,Coin,Coin_C,SupraMap,,,,,,
Coin123_37139,CoinItem,12633.16602,-12356.00293,339.9928894,Coin,Coin_C,SupraMap,coin on blocks,Desert2,,HeightIncrease2 or BuyBelt_C,,
Coin124,CoinItem,12753.18457,-12946.36719,460.468811,Coin,Coin_C,SupraMap,coin on blocks,Desert2,,HeightIncrease2 or BuyBelt_C,,
Coin125_1618,CoinItem,16090,-490,1290,Coin,Coin_C,SupraMap,on big rock,Desert3,,HeightIncrease2,,
Coin126_2205,CoinItem,16220,-465,1295,Coin,Coin_C,SupraMap,on big rock,Desert3,,HeightIncrease2,,
Coin127_2600,CoinItem,16350,-455,1290,Coin,Coin_C,SupraMap,on big rock,Desert3,,HeightIncrease2,,
Coin128_3827,CoinItem,15925,-540,1280,Coin,Coin_C,SupraMap,on big rock,Desert3,,HeightIncrease2,,
Coin129_4414,CoinItem,16485,-445,1285,Coin,Coin_C,SupraMap,on big rock,Desert3,,HeightIncrease2,,
Coin13,CoinItem,9659.558594,-27075.92188,225.3544922,Coin,Coin_C,SupraMap,Large Coin Circle,Desert1,,,,
Coin130_5289,CoinItem,-7538.641602,-1259.87207,175,Coin,Coin_C,SupraMap,next to locked door,Farm,,,,
Coin131_6556,CoinItem,-7518.641602,-1519.872192,185,Coin,Coin_C,SupraMap,next to locked door,Farm,,,,
Coin132_8279,CoinItem,-7572.868164,-2174.87207,185,Coin,Coin_C,SupraMap,next to locked door,Farm,,,,
Coin133_9482,CoinItem,655,-2560,280,Coin,Coin_C,SupraMap,north line,Farm,,,,
Coin134_10661,CoinItem,340,-2650,270,Coin,Coin_C,SupraMap,north line,Farm,,,,
Coin135_11760,CoinItem,90,-2755,270,Coin,Coin_C,SupraMap,north line,Farm,,,,
Coin136_12203,CoinItem,18560,2340,-335,Coin,Coin_C,SupraMap,next to gold wall,Desert3,,,,
Coin137_12974,CoinItem,18705,2315,-340,Coin,Coin_C,SupraMap,next to gold wall,Desert3,,,,
Coin138_13961,CoinItem,18870,2290,-345,Coin,Coin_C,SupraMap,next to gold wall,Desert3,,,,
Coin139_15068,CoinItem,20740,1180,-550,Coin,Coin_C,SupraMap,next to gold wall,Desert3,,,,
Coin14,CoinItem,9612.545898,-27263.84375,252.6628418,Coin,Coin_C,SupraMap,Large Coin Circle,Desert1,,,,
Coin140_15983,CoinItem,20835,1025,-580,Coin,Coin_C,SupraMap,next to gold wall,Desert3,,,,
Coin141_16994,CoinItem,23470,-37400,2000,Coin,Coin_C,SupraMap,ledge near yellow pipe,Red_Crystal,,HeigtIncrease5,,
Coin142,CoinItem,23600,-37030,1998.536987,Coin,Coin_C,SupraMap,ledge near yellow pipe,Red_Crystal,,HeigtIncrease5,,
Coin143,CoinItem,23740,-36545,1959.219727,Coin,Coin_C,SupraMap,ledge near yellow pipe,Red_Crystal,,HeigtIncrease5,,
Coin144_18711,CoinItem,17370,-39030,550,Coin,Coin_C,SupraMap,behind big wooden shed,Red_Crystal,,,,
Coin145,CoinItem,17370,-39165,550,Coin,Coin_C,SupraMap,behind big wooden shed,Red_Crystal,,,,
Coin146,CoinItem,17370,-39295,550,Coin,Coin_C,SupraMap,behind big wooden shed,Red_Crystal,,,,
Coin147,CoinItem,17370,-39440,550,Coin,Coin_C,SupraMap,behind big wooden shed,Red_Crystal,,,,
Coin148_19933,CoinItem,10331.93164,-1375,2645,Coin,Coin_C,SupraMap,on wall between farm and desert,Desert3,,BuyBuckle_C,,
Coin149,CoinItem,10331.93164,-1590,2645,Coin,Coin_C,SupraMap,on wall between farm and desert,Desert3,,BuyBuckle_C,,
Coin15,CoinItem,9757.492188,-27424.03711,308.2670898,Coin,Coin_C,SupraMap,Large Coin Circle,Desert1,,,,
Coin150,CoinItem,10331.93164,-1780,2645,Coin,Coin_C,SupraMap,on wall between farm and desert,Desert3,,BuyBuckle_C,,
Coin151,CoinItem,10331.93164,-1970,2645,Coin,Coin_C,SupraMap,on wall between farm and desert,Desert3,,BuyBuckle_C,,
Coin152,CoinItem,10331.93164,-2170,2645,Coin,Coin_C,SupraMap,on wall between farm and desert,Desert3,,BuyBuckle_C,,
Coin153_22620,CoinItem,-2304.328369,-40564.34375,549.8771362,Coin,Coin_C,SupraMap,Coin behind Barrel House,Redville,,,,
Coin154_23471,CoinItem,-2450.794189,-40518.22266,550.0582275,Coin,Coin_C,SupraMap,Coin behind Barrel House,Redville,,,,
Coin155_2,CoinItem,50278.14063,12697.99902,3018.252441,Coin,Coin_C,SupraMap,in blockhouse,After_Green,,Translocator & ForceCube & ProgGun,,
Coin156_25341,CoinItem,230.4119568,-39746.33984,300.196106,Coin,Coin_C,SupraMap,Coin Besides Manor,Redville,,,,
Coin157_26688,CoinItem,442.4670105,-39733.41016,299.5509644,Coin,Coin_C,SupraMap,Coin Besides Manor,Redville,,,,
Coin158_27539,CoinItem,-2745.912109,-32858.38281,-2082.229492,Coin,Coin_C,SupraMap,Coin next to Sword,Introduction,,RedPlankItems,,
Coin159_28142,CoinItem,-2883.999268,-32887.80469,-2057.403809,Coin,Coin_C,SupraMap,Coin next to Sword,Introduction,,RedPlankItems,,
Coin16,CoinItem,9969.694336,-27382.04688,343.1766357,Coin,Coin_C,SupraMap,Large Coin Circle,Desert1,,,,
Coin160,CoinItem,-233,-27916,119,Coin,Coin_C,SupraMap,Coin at barrel launcher,Desert1,,,,
Coin161,CoinItem,-350,-27863,194,Coin,Coin_C,SupraMap,Coin at barrel launcher,Desert1,,,,
Coin162,CoinItem,-485,-27793,288,Coin,Coin_C,SupraMap,Coin at barrel launcher,Desert1,,,,
Coin163_33109,CoinItem,8097.498535,-25175.47852,9.903717041,Coin,Coin_C,SupraMap,Coin on plank,Desert1,,,,
Coin164_5976,CoinItem,-1175.04126,-32034.92773,-16.70187378,Coin,Coin_C,SupraMap,Coin at boarded House,Redville,,,,
Coin165_34403,CoinItem,-484.5715027,-31286.32031,35.08828735,Coin,Coin_C,SupraMap,Coin at boarded House,Redville,,,,
Coin166_3394,CoinItem,7423.306152,-20122.52344,914.5998535,Coin,Coin_C,SupraMap,Coin near gate,Desert2,,,,
Coin167_3893,CoinItem,7324.791992,-20231.63086,914.3953857,Coin,Coin_C,SupraMap,Coin near gate,Desert2,,,,
Coin168_4968,CoinItem,13175.46289,-17671.53516,-23.98519897,Coin,Coin_C,SupraMap,circle in corner,Desert2,,,,
Coin169_5707,CoinItem,9884.296875,-15288.25195,101.1121216,Coin,Coin_C,SupraMap,coin at blocks,Desert2,,HeightIncrease2,,
Coin17,CoinItem,10035.49707,-27175.99609,306.7311401,Coin,Coin_C,SupraMap,Large Coin Circle,Desert1,,,,
Coin170,CoinItem,26320.05078,39193.21484,3670.703613,Coin,Coin_C,SupraMap,,,,,,
Coin171_7545,CoinItem,9702.78125,-15540.13086,129.0584412,Coin,Coin_C,SupraMap,Next to central rock,Desert2,,,,
Coin172,CoinItem,14825.75586,-12507.60254,-115.9747314,Coin,Coin_C,SupraMap,next to chest,Desert2,,,,
